id,name,symbol,circulating_supply,total_supply,price,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_caplast_updated
21794,Aptos,APT,226738214.25482395,1051303434.2800037,5.852697730868361,0.12217306,-1.64794866,-22.39156833,-23.26529773,-26.59887341,1327030232.0703526
3635,Cronos,CRO,25263013692,30263013692,0.05161625913909682,-0.08828052,-0.73077531,-14.51889299,-11.65670971,-13.35664133,1303982261.3608232
11841,Arbitrum,ARB,1275000000,10000000000,0.980854082063719,-0.12877177,-1.31873727,-21.30799939,-12.63622125,-10.68005244,1250588954.6312418
3155,Quant,QNT,12072738,14881364.27,100.07957442500792,-0.20588558,0.05732141,-4.82551326,-5.06468643,0.60933963,1208234481.1846213
3077,VeChain,VET,72714516834,85985041177,0.01606352440754278,0.39420269,-0.15113964,-17.64152894,-13.800303,-16.61819165,1168051415.9456394
11840,Optimism,OP,716708907,4294967296,1.581783499777161,-0.21728709,3.51050184,0.85384608,16.93063171,-0.67660511,1133678323.2359238
6535,NEAR Protocol,NEAR,941671517,1000000000,1.151159291229866,-0.55754012,1.61766292,-20.67405475,-17.64359443,-26.27061826,1084013916.0810728
1518,Maker,MKR,977631.03695089,977631.03695089,1033.6565941846516,-0.41280243,-6.32811078,-4.57538056,45.01030301,68.05750161,1010534768.0238662
6719,The Graph,GRT,9159517220.936335,10731148798.86446,0.09081548795457159,-0.04595734,-1.2728117,-22.76089238,-18.49053523,-21.33754924,831826025.8476347
7278,Aave,AAVE,14522455.70187079,16000000,55.328717595086445,0.58732722,-0.18942386,-23.26195376,-2.98970422,-12.80686972,803508850.3159618
4030,Algorand,ALGO,7827173405.918861,7827173405.918861,0.09728269673246316,-0.11210358,1.11629852,-15.80032007,-27.34457825,-36.64702963,761448536.7204053
2634,XDC Network,XDC,13858037259.9,37705012698.75,0.05425195421046312,-1.16966489,-3.23494101,6.24527997,62.13607244,78.39733833,751825602.8709866
19891,USDD,USDD,725332034.742248,725332034.742248,0.99740143478467,-0.06754315,-0.10359592,-0.1224787,-0.14334886,-0.21157882,723447212.1472024
6783,Axie Infinity,AXS,140847467.30627233,270000000,4.897142280274939,-0.28470344,-0.02210633,-24.73774013,-19.84523307,-25.90324411,689750087.2151884
6892,MultiversX,EGLD,25867047,25872199,26.235160813784194,-0.84525956,-1.68500478,-22.10833767,-21.32349854,-26.53972583,678626137.822714
6210,The Sandbox,SAND,2057931926.2233226,3000000000,0.32437235751031795,-0.24395298,-0.299555,-28.61002548,-27.04520191,-33.74271111,667536230.5048089
2011,Tezos,XTZ,949883931.553012,970906885.961419,0.6929746390770036,0.16411618,-0.80538099,-21.31696178,-12.79850114,-19.94327243,658245474.6329937
4847,Stacks,STX,1399887164.354599,1818000000,0.4687425569779368,-0.62350392,-0.55884594,-25.03260318,-37.99145054,-19.88438517,656186688.9001681
10603,Immutable,IMX,1123390886.9500241,2000000000,0.5736773107240513,-0.46407616,-4.24715777,-24.84788291,-22.11077102,-19.6507819,644463862.9173965
1765,EOS,EOS,1100477569.3113,1100477569.3113,0.5762803329186479,-0.1673469,-0.89225129,-26.01741086,-20.82656352,-30.76667575,634183580.0122204
2416,Theta Network,THETA,1000000000,1000000000,0.6228681313655648,0.05151208,0.10356589,-24.87641155,-17.3723913,-25.50225729,622868131.3655648
7226,Injective,INJ,83755555.66,100000000,7.384801692028144,-0.14877164,-0.42086547,-14.69207075,3.64515742,17.34443294,618518169.1547253
3602,Bitcoin SV,BSV,19266076.64423905,19266076.64423905,30.670280802203667,-0.29016888,-0.94561004,-17.00445662,-10.99531882,-4.58743077,590895980.6355894
1966,Decentraland,MANA,1893095370.6427295,2193179327.320146,0.30356677411880517,-0.26597124,1.09704899,-25.15365155,-23.57213596,-32.84898951,574680854.7652572
3513,Fantom,FTM,2802582505.628947,3175000000,0.20175219950663673,-0.2114098,-0.86037014,-21.05975093,-36.03251411,-38.12342687,565427184.8094611
2586,Synthetix,SNX,268970260.3991927,322855806.0887736,2.0777244431485484,0.02307325,-0.71435854,-28.01624743,4.95028509,-12.00803868,558846084.5114326
18876,ApeCoin,APE,368593750,1000000000,1.497833660317776,-0.25045777,-2.88730705,-28.39386235,-34.01906678,-54.80271398,552092125.7327552
4157,THORChain,RUNE,340387830,485766636,1.5631226682622679,-0.45218437,-10.81594382,58.09997426,61.33653587,43.52743086,532067933.0736032
5690,Render,RNDR,371908453.10879594,530962614.97878325,1.3825799237983698,-0.75949168,-0.59575281,-25.12811869,-35.66356557,-46.31893879,514193160.7591287
3330,Pax Dollar,USDP,508796841.12068343,508796841.12068343,0.9966847424010251,-0.11065295,0.24005547,-0.09589924,-0.4266175,0.61930402,507110048.52682364
1376,Neo,NEO,70538831,100000000,7.080718499219585,0.13374529,-0.2240027,-21.5345903,-22.28294938,-32.10206944,499465605.57502395
4846,Kava,KAVA,712588082,712588081,0.689581720871936,-1.2501134,-1.82332076,-23.54933211,-25.15163638,-38.96088673,491387715.85839224
4558,Flow,FLOW,1036200000,1450656993,0.4570447810469814,0.0432174,-0.41983566,-25.44956799,-15.79521678,-37.68609615,473589802.1208821
4705,PAX Gold,PAXG,249149.609,249149.609,1889.7794315445997,0.01689323,0.54305704,-2.18181494,-1.01674157,-4.16877829,470837806.4655793
5176,Tether Gold,XAUt,246524,246524,1907.2911066770987,-0.01676793,0.45845621,-2.80126993,-0.96209172,-2.66780343,470193032.7824651
2087,KuCoin Token,KCS,96732986.425851,144232986.425767,4.8250023764640195,-0.21026525,-0.75072068,-18.52402775,-28.77072585,-33.64317167,466736889.38719285
10791,eCash,XEC,19477523423093,19477523423093,2.38852509667952e-05,0.1169675,-0.92027178,-22.35453624,-2.29401751,-3.04163151,465225535.17220825
2943,Rocket Pool,RPL,19620795.39271658,19620795.39271658,23.694768083116834,-0.11041639,-4.87298073,-26.60529003,-41.57075025,-48.37947773,464910196.4367066
7080,Gala,GALA,23063688310.438732,25525590492.827744,0.019491808194214977,0.20891703,0.88499999,-26.64423116,-26.29600524,-33.85305303,449552988.7982299
4066,Chiliz,CHZ,7109046988.022483,8888888888,0.06210992181167972,-0.66173548,-2.92782391,-21.75234342,-19.3295322,-37.90907323,441542352.5816336
4256,Klaytn,KLAY,3193282266.0609,5775777573.0609,0.13739399356418064,0.2265958,-1.45032201,-17.74775385,-19.95192246,-24.51577814,438737803.1117835
24478,Pepe,PEPE,391790000000000,420690000000000,1.0676787753810915e-06,-0.70804944,-1.70401204,-28.85167952,-34.02260803,-24.39983289,418305867.40655786
6953,Frax Share,FXS,73120665.31971627,99681495.59113361,5.655027640397893,-0.47772864,-7.41565369,-6.20301909,-2.42674788,-17.18690646,413499383.4672792
1437,Zcash,ZEC,16328268.75,16328268.75,25.15547442479963,0.33009316,0.89292721,-20.31643089,-12.15845765,-18.31411399,410745346.94188
6538,Curve DAO Token,CRV,855646273,1999975796.3408318,0.4735894278423064,-0.88392541,-0.97376799,-37.42983494,-31.63531561,-42.67391868,405225028.8654719
1720,IOTA,MIOTA,2779530283,2779530283,0.14446644718922136,0.51887901,0.73214277,-22.63122008,-19.4807351,-24.12290411,401548864.839861
5899,Casper,CSPR,11265387962,11955329769,0.03562451288977762,0.67877789,0.59904371,-12.43827039,-14.21370748,-24.91778805,401323958.6606146
7334,Conflux,CFX,3168943886.8537745,5278164274,0.12566255293481476,-0.67054534,-0.48437018,-32.28640898,-49.33468476,-59.05011052,398217578.9292201
20947,Sui,SUI,723162190.4615384,10000000000,0.5487259001900215,1.60132142,7.32858734,-18.85642034,-30.25113556,-43.14110851,396817823.9443955
16086,BitTorrent(New),BTT,951421714286000,990000000000000,4.1370145654657807e-07,-0.04590191,-0.64695071,-13.10010636,-12.90115705,-30.39226361,393604548.99016047
2502,Huobi Token,HT,162233844,203980445,2.388845905556658,-0.29420723,-0.71209416,-12.26463569,-10.7067442,-20.92452997,387551653.9821176
8646,Mina,MINA,955316082.8400393,1066076092.8400393,0.39998351910312135,-0.29546523,-0.17124241,-13.17239242,-16.51690904,-26.67611822,382110688.6701679
4172,Terra Classic,LUNC,5814027785588.651,6838180258943.763,6.514608690265256e-05,0.90044016,-0.32412749,-24.21127079,-29.0702025,-23.19674535,378761159.3743949
4269,GateToken,GT,96043730.46693218,300000000,3.880181581546056,-0.00094613,-0.34080886,-8.07960648,-9.61073377,-19.06305564,372667113.98076403
3306,Gemini Dollar,GUSD,360992357.56,360992357.56,0.9961434315307398,-0.62010709,-0.15578075,1.42354248,-0.43126351,0.05814045,359600165.8161902
5964,Trust Wallet Token,TWT,416649900,999668148,0.8536191053856804,0.23896659,-1.98482029,-2.30343078,-9.00703947,-20.1417807,355660314.8970332
5692,Compound,COMP,7811284.49500558,10000000,42.3885373620589,-0.37426097,1.24550612,-38.94972295,39.49496959,23.37880269,331108924.6622154
2694,Nexo,NEXO,560000011,1000000000,0.5864372145261085,-0.41318539,-0.81251392,-8.92620523,-9.30226225,-12.12221999,328404846.58543015
7431,Akash Network,AKT,217278371.247892,217278371.247892,1.5006135326933996,0.34419874,-1.47956885,147.36034929,127.44512314,335.90561843,326050864.2561672
11857,GMX,GMX,8962288.8027713,9322742.84877373,36.37487570503489,0.36987307,-1.8665071,-29.80563293,-32.46010997,-31.93155806,326002141.233432
9816,APENFT,NFT,990105683025576.6,999990000000000,3.1754627079226766e-07,0.32622507,0.60929683,-9.93428688,-2.04552109,-13.00429196,314404367.3350029
11156,dYdX,DYDX,156256174,1000000000,1.947918635012845,-0.5751206,0.94859993,-10.98796104,3.78940312,-2.10121639,304374313.1704096
7501,WOO Network,WOO,1735703136.0764139,2250658857.901858,0.17397398751314289,-0.60669382,0.86395475,-17.35953,-19.62176701,-16.01867876,301967195.722281
131,Dash,DASH,11419205.22294311,11419205.22294311,26.42249152443799,-0.05256076,0.15281697,-21.17834518,-23.44990902,-34.92751585,301723853.21903235
7950,Flare,FLR,22790013258.513405,100559787198,0.013199019391429576,0.56691179,-0.95285726,-10.37088896,-20.71083208,-50.80504548,300805826.93005556
5632,Arweave,AR,65454185,65454185,4.383389271614293,-0.089583,-0.58437989,-28.30024824,-18.10749906,-32.3707388,286911172.3112572
